scg_name	percent_identity	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species	NEG_UWTrinh_BS_0001_F05	NEG_UWTrinh_BS_0001_H05	S200_V00	S200_V11	S200_V22	S200_V33	S200_V44	S201_V00	S201_V11	S201_V22	S201_V33	S201_V44	S207_V0A	S207_V0B	S207_V2A	S207_V2B	S208_V0A	S208_V0B	S208_V2A	S208_V2B	S210_V0A	S210_V0B	S210_V1A	S210_V1B	S211_V00	S211_V11	S211_V22	S212_V00	S212_V11	S212_V22	S213_V00	S213_V11	S213_V22	S214_V0A	S214_V0B	S214_V2A	S214_V2B
S211_Ribosomal_S2_40474	98.5	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-710	CAG-710 sp000432595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5853658536585366	0.8064516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.297592997811816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S211_Ribosomal_S2_330787	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp900752395	0.0	0.0	0.0	8.421245421245422	0.0	55.015151515151516	3.244	0.0	0.0	0.0	0.0	0.0	0.5347985347985348	0.0	3.3076923076923075	0.0	0.0	1.1062271062271063	0.5531135531135531	0.0	0.0	0.0	0.0	0.0	2.3846153846153846	3.111111111111111	1.3617021276595744	0.0	5.013888888888889	0.0	0.0	0.0	0.0	2.6849816849816848	0.0	1.6593406593406594	0.0
S211_Ribosomal_S2_384038	99.2	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces massiliensis	0.0	0.0	0.0	0.0	0.0	5.1158192090395485	0.0	13.373493975903614	0.8531073446327684	0.0	0.0	1.513157894736842	4.461300309597523	8.1045197740113	0.0	1.2796610169491525	0.0	2.5282485875706215	2.5451977401129944	3.4124293785310735	0.0	3.6226993865030677	4.242937853107344	4.692090395480226	4.355140186915888	8.9921875	0.8531073446327684	2.559322033898305	0.0	0.0	0.0	0.0	0.0	4.528248587570621	3.3559322033898304	2.559322033898305	0.0
S211_Ribosomal_S2_306727	100.0	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Fimisoma	Fimisoma sp017440275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.440619621342513	3.667192429022082	49.68652037617555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3208791208791209	0.0
S211_Ribosomal_S2_53809	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	0.0	0.0	1.5835777126099706	30.080946450809463	47.260445682451255	0.0	0.7981132075471699	0.0	0.6734234234234234	0.0	0.0	0.0	2.7586206896551726	2.4213685474189677	0.0	0.6801801801801802	1.6839622641509433	1.6835585585585586	0.9280868385345997	1.5220125786163523	49.54842342342342	18.072881355932203	21.146730462519937	13.57001647446458	24.921637426900585	14.895121951219512	8.66199649737303	19.477093206951025	2.1268382352941178	2.3523622047244093	3.3536036036036037	1.7916666666666667	0.0	0.4939516129032258	0.6631205673758865	5.484429065743945	1.861271676300578
S211_Ribosomal_S2_27699	96.3	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-533	CAG-533 sp905236935	0.0	0.0	0.0	0.0	2.7350157728706623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.739682539682539	11.358116480793061	0.0	0.0	0.9695057833859095	0.46621621621621623	0.6765578635014837	0.0	0.21976866456361724	0.0	0.0	0.0	0.0	11.76723163841808	6.2873862158647595	0.0	0.0	0.0	0.0	0.0	0.0	0.060988433228180865	0.1861198738170347	7.031806615776081	0.0
S211_Ribosomal_S2_390712	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp000432435	0.0	0.0	0.0	26.338056680161944	20.46234309623431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.470666666666667	0.0	7.049034175334324	12.860550458715597	64.45874587458746	36.06858710562414	102.88989441930619	45.904854368932035	14.831697054698457	15.537177541729895	141.9688013136289	98.6415620641562	85.54303599374022	74.75737704918033	118.10393258426966	6.969325153374233	41.739197530864196	32.891666666666666	31.651908396946563	68.88091822094691	19.217675941080195	0.0	0.0	0.0	0.0
S211_Ribosomal_S2_212540	95.9	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	None	None	0.0	0.0	0.7879746835443038	0.0	3.346820809248555	3.8814814814814813	5.947368421052632	0.0	0.0	0.0	0.0	0.0	15.160401002506266	3.5871559633027523	8.917771883289126	14.37593984962406	13.814126394052044	11.95373665480427	5.169491525423729	14.078358208955224	1.4767801857585139	5.367588932806324	2.023076923076923	1.3472584856396868	4.493734335839599	2.164804469273743	10.6125	0.0	3.6867167919799497	6.225454545454546	5.470238095238095	1.5386740331491713	0.0	4.491124260355029	3.401114206128134	4.508196721311475	0.0
S211_Ribosomal_S2_299072	100.0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.31063122923588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.252252252252255	42.712898751733704	39.3385269121813	26.411840411840412	0.4157014157014157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S211_Ribosomal_S2_87617	98.3	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-217	CAG-217 sp000436335	0.0	0.0	0.0	2.0444444444444443	3.1266666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.05134474327629	107.32193732193733	16.60054347826087	17.24925816023739	4.304075235109718	0.33555555555555555	15.5785536159601	24.107981220657276	117.04320987654322	61.050251256281406	49.546875	39.64	3.1222222222222222	10.546296296296296	0.40444444444444444	115.25446428571429	11.017326732673267	32.67684478371501	0.0	0.0	0.0	0.0	0.0	18.7279792746114	5.354005167958657
S211_Ribosomal_S2_327755	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	None	0.0	0.0	5.395904436860068	17.651031894934334	15.51123595505618	0.0	0.0	0.8777969018932874	19.201219512195124	22.94538606403013	9.907153729071537	26.812877263581488	39.766917293233085	29.10828025477707	22.368258859784284	32.270992366412216	20.237051792828684	5.293913043478261	44.93027210884354	15.887708649468893	26.076547231270357	15.464023494860498	25.267482517482517	15.018761726078798	36.25141242937853	9.385474860335195	35.92671009771987	21.831223628691983	12.08	15.362857142857143	29.27373417721519	30.335548172757473	14.80248833592535	54.73126142595978	52.99372056514914	27.823886639676115	4.480676328502415
S211_Ribosomal_S2_281168	100.0	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Lentihominibacter	Lentihominibacter faecis	0.0	0.0	0.37757437070938216	2.39917695473251	0.0	0.0	3.7131782945736433	0.0	0.0	0.0	0.0	0.0	10.775342465753425	13.366471734892787	2.0321027287319424	3.91268758526603	1.2810880829015545	0.0	18.446616541353382	7.088888888888889	9.818045112781954	6.959481361426256	22.434604904632153	14.82573726541555	5.121546961325967	3.3855855855855856	7.673434856175973	4.386304909560724	1.5607235142118863	4.2542857142857144	9.474598930481283	9.463824289405684	3.36318407960199	5.508982035928144	6.405684754521964	2.040971168437026	0.0
S211_Ribosomal_S2_136784	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	None	0.0	0.0	0.3902439024390244	0.0	0.0	0.0	17.061340941512125	0.0	0.0	0.0	0.0	0.0	0.0	2.107046070460705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.068027210884353	39.80748663101604	29.995290423861853	16.25609756097561	0.0	0.0	0.0	2.6672760511883	0.0	26.60205831903945	10.881523272214386	63.86714285714286	11.540625
S211_Ribosomal_S2_81490	99.4	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	None	0.0	0.0	196.52417302798983	160.364161849711	450.0025	116.56796116504854	58.61224489795919	418.12018140589566	297.06485355648533	305.23736263736265	140.8342105263158	358.84326710816777	385.76	422.1608040201005	281.7682119205298	335.1216216216216	168.63919413919413	88.18181818181819	418.8456057007126	322.0799031476998	487.76847290640393	336.68266666666665	267.0731707317073	233.72428884026257	271.74300254452925	84.43722943722943	194.21039603960395	127.82528735632184	279.65664160401	346.9577114427861	274.28761061946904	88.87257019438445	91.16937354988399	218.8599033816425	236.28336755646816	162.6848072562358	108.5114503816794
S211_Ribosomal_S2_315476	98.9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	0.0	0.0	0.0	6.613782051282051	3.5183374083129584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.30732484076434	30.641065830721004	0.0	1.3398876404494382	34.64404609475032	28.66718506998445	48.56773399014779	5.866231647634584	0.0	9.790598290598291	1.6952380952380952	0.0	0.0	8.836206896551724	3.685069008782936	26.83306055646481	2.542091836734694
S211_Ribosomal_S2_138335	100.0	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	0.0	0.0	0.0	65.24792013311148	252.7817896389325	244.16695957820738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	363.30791788856305	192.85163204747775	0.0	0.0	259.45028409090907	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S211_Ribosomal_S2_132705	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp900551435	0.0	0.0	0.0	54.411764705882355	13.814814814814815	0.0	149.5483870967742	9.505376344086022	54.83870967741935	76.64285714285714	9.53225806451613	9.450704225352112	16.290697674418606	8.36923076923077	30.698924731182796	17.698924731182796	33.655913978494624	8.732394366197184	19.986842105263158	6.209677419354839	26.523809523809526	10.161290322580646	7.666666666666667	2.827956989247312	7.10126582278481	0.0	28.043010752688172	20.440860215053764	7.688172043010753	38.795698924731184	46.47692307692308	8.371794871794872	2.7142857142857144	0.0	0.0	0.0	6.193548387096774
S211_Ribosomal_S2_121962	100.0	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense_A	0.0	0.0	0.0	73.93979933110369	25.061068702290076	161.9398148148148	150.0168453292496	2.688212927756654	36.939907550077045	15.911258278145695	6.977229601518027	13.447401774397973	25.048162230671736	29.082831325301203	24.139303482587064	16.59893048128342	0.0	0.0	0.0	0.0	0.0	0.0	1.236842105263158	1.5223577235772359	49.117834394904456	611.225	7.102678571428571	54.98216939078752	330.5515695067265	548.873121869783	14.676985195154778	36.36630602782071	0.0	0.8549222797927462	1.8776371308016877	2.463157894736842	3.521079258010118
S211_Ribosomal_S2_457326	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	None	0.0	0.0	13.06989247311828	0.0	0.0	201.06469002695417	0.0	0.0	0.0	0.0	0.0	0.0	40.763392857142854	39.93640350877193	38.15210355987055	34.28433734939759	39.03092783505155	15.741847826086957	41.12806539509537	31.437346437346438	51.76986301369863	31.46808510638298	38.136222910216716	31.14565826330532	50.74202127659574	3.2390350877192984	7.151315789473684	14.194130925507901	9.839366515837105	6.3730407523510975	11.980263157894736	4.669662921348315	5.109649122807017	17.378318584070797	32.64819944598338	40.61173184357542	12.821608040201005
S211_Ribosomal_S2_226929	98.8	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	None	0.0	0.0	4.8068739770867435	3.769230769230769	6.493877551020408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.308843537414965	20.02087286527514	7.856946354883081	8.92284417549168	0.8016949152542373	1.9090909090909092	0.7803571428571429	3.878581173260573	25.214965986394557	23.38167938931298	25.995433789954337	14.596986817325801	0.7620689655172413	27.361573373676247	22.605217391304347	0.4761092150170648	4.954976303317536	10.112204724409448	38.23673469387755	13.610586011342155	9.747800586510264	6.125663716814159	5.3847487001733105	15.917006802721088	5.820819112627986
S211_Ribosomal_S2_232052	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp017623655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6750902527075813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S211_Ribosomal_S2_41589	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	None	0.0	0.0	27.497340425531913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.138041733547354	29.382506527415142	15.10138888888889	44.660633484162894	48.64945226917058	30.802731411229136	6.554959785522788	4.683464566929134	2.48921832884097	0.0	15.562225475841874	31.05430711610487	0.0	1.6988188976377954	12.224011713030746	0.0	0.0	0.0	9.596625766871165	0.39285714285714285	0.0	0.0	0.0	0.0	0.0
S211_Ribosomal_S2_202875	100.0	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	None	0.0	0.0	0.0	2.8051948051948052	0.0	1.2229299363057324	0.0	17.38938053097345	16.464646464646464	18.903553299492387	3.011070110701107	6.695488721804511	0.0	0.0	0.16	0.0	0.0	0.0	0.0	5.695652173913044	6.340579710144928	4.118181818181818	6.177536231884058	3.704	20.741176470588236	9.108695652173912	17.60909090909091	12.97463768115942	2.6956521739130435	1.5227272727272727	5.975	2.2851239669421486	2.7705627705627704	15.51086956521739	14.121212121212121	13.36774193548387	8.572463768115941
S211_Ribosomal_S2_396925	100.0	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-302	None	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.501404494382022	4.3250883392226145	0.0	0.0	0.0	0.0	0.0	0.7475592747559274	0.0	0.0	0.0	0.0	1.0180722891566265	9.317773788150808	27.156779661016948	0.0	9.309278350515465	0.0	0.4881450488145049	1.5036231884057971	1.0474198047419805	1.969325153374233	0.6052998605299861	0.0	0.0
S211_Ribosomal_S2_36996	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hominisplanchenecus	None	0.0	0.0	13.27910447761194	0.0	0.5426356589147286	0.14030612244897958	102.98459167950693	197.97153024911032	57.55862068965517	171.71024734982333	72.71292517006803	191.70392156862746	40.76966292134831	20.832432432432434	22.242225859247135	24.90664272890485	4.73542600896861	4.01877133105802	26.44809688581315	5.836466165413534	23.066165413533835	19.557262569832403	2.0271493212669682	1.8277310924369747	39.21621621621622	0.0	3.7617728531855956	27.844604316546764	76.44345238095238	22.924760601915185	2.310405643738977	3.312925170068027	3.780663780663781	19.05996758508914	10.48705501618123	9.805755395683454	5.085714285714285
S211_Ribosomal_S2_124557	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C callidus	0.0	0.0	0.0	12.090625	4.626617375231054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2027833001988073	11.021707670043416	2.3930885529157666	13.415531335149863	5.574175824175824	1.9171511627906976	0.0	0.0	0.0	0.0	0.0	0.0	8.455128205128204	57.48303715670436	27.036912751677853	0.0	0.0	0.0	58.447587354409315	12.565862708719852	27.986899563318776	1.426450742240216	0.6996124031007752	11.278955954323001	5.313131313131313
S211_Ribosomal_S2_422550	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	None	0.0	0.0	132.37790697674419	211.86666666666667	113.09015025041737	3.806772908366534	272.67172675521823	753.5592705167173	607.496632996633	597.6333333333333	139.67218543046357	370.24273255813955	517.5437881873727	515.9203187250996	173.09052631578948	247.39511201629327	203.54166666666666	94.88095238095238	441.0	299.3589211618257	465.7883064516129	286.5	272.486388384755	238.43794326241135	487.7396694214876	112.68846153846154	408.64954128440365	176.4607843137255	177.79136690647482	312.9178082191781	254.8081570996979	132.53392857142856	50.697722567287784	144.9685534591195	107.51777777777778	105.41598360655738	69.52229299363057
S211_Ribosomal_S2_280215	100.0	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	None	0.0	0.0	0.8070866141732284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.484502446982056	27.26991150442478	1.599737532808399	5.774193548387097	0.0	0.7688266199649737	1.6726677577741407	0.5646481178396072	8.60070671378092	1.4953789279112755	1.1036106750392465	1.856955380577428	10.488950276243093	3.2144112478031635	17.20820668693009	1.8344370860927153	1.3871391076115485	0.0	41.199475065616795	2.484251968503937	6.658743633276741	0.0	0.0	2.37007874015748	0.0
S211_Ribosomal_S2_131740	99.6	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella sp900547385	0.0	0.0	2.8260135135135136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.8894308943089431	1.0881934566145093	0.0	9.670748299319728	2.7646076794657763	0.0	1.0346456692913386	0.0	0.0	0.0	0.0	5.645161290322581	4.565846599131693	49.091937765205095	2.0144665461121156	0.0	0.0	42.27884615384615	0.0	0.0	2.712925170068027	4.644414168937329	7.624813153961136	4.527086383601757
S211_Ribosomal_S2_207004	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella sp900066775	0.0	0.0	3.8215223097112863	4.12280701754386	5.587071240105541	0.0	20.336043360433603	1.4291338582677164	4.063218390804598	0.9205202312138728	0.0	0.6761363636363636	58.00294550810015	50.86717267552182	3.8781793842034804	2.047244094488189	11.920180722891565	3.547244094488189	31.52463768115942	19.858712715855575	9.718553459119496	5.891891891891892	11.619909502262443	5.044025157232705	25.767304860088366	3.0236220472440944	7.821958456973293	6.505249343832021	5.319256756756757	2.1806797853309483	34.25797503467406	60.75300171526587	1.34860883797054	147.75987361769353	121.9491298527443	119.19724137931034	54.86531365313653
S211_Ribosomal_S2_166558	98.3	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp900554145	0.0	0.0	34.70727848101266	47.61496350364963	61.77339901477833	87.46181818181819	2.0867768595041323	63.721259842519686	36.515837104072396	32.54545454545455	43.483969465648855	22.564766839378237	47.91160220994475	43.92424242424242	3.596806387225549	13.62828947368421	34.53138075313807	19.28937007874016	70.0290964777948	48.845029239766085	199.6755218216319	138.38842975206612	61.781847133757964	38.05440900562852	25.00733137829912	58.33622183708839	13.15850144092219	4.285974499089253	16.045454545454547	21.093312597200622	88.67286821705426	66.26253687315634	50.694940476190474	54.28177966101695	61.38647342995169	56.78804347826087	46.84385382059801
S211_Ribosomal_S2_267935	100.0	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	SFEL01	SFEL01 sp004557245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7003891050583657	3.4172185430463577	0.0	1.296137339055794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.912186379928316	1.3676680972818311	0.9484978540772532	0.0	0.0	0.0	20.137870855148343	2.250965250965251	0.0	3.7504520795660037	6.696369636963697	3.939236111111111	0.0
S211_Ribosomal_S2_299169	99.7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A indistinctus	0.0	0.0	0.0	10.01710730948678	10.67551622418879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4190093708166	31.49056603773585	32.23039215686274	4.666666666666667	4.1	0.0	0.0	0.0	0.0	2.542590431738623	0.0	2.4114942528735632	0.0
